"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","48","[HTTP] Get user details. User with active credit card account","tests.suites.http","2026-08-30","passed","2026-08-30","TestGatewayHTTP","test_gateway","",""
"","10","[gRPC][Postgres] Filter by account id. Completed purchase operation","tests.suites.grpc","2026-08-30","passed","2026-08-30","TestOperationsGRPC","test_operations","",""
"","46","[HTTP][Postgres] Filter by card id. In progress purchase operation","tests.suites.http","2026-08-30","passed","2026-08-30","TestOperationsHTTP","test_operations","",""
"","24","[gRPC] Get user details. User with active credit card account","tests.suites.grpc","2026-08-30","passed","2026-08-30","TestGatewayGRPC","test_gateway","",""
"","24","[gRPC][Postgres] Filter by card id. In progress purchase operation","tests.suites.grpc","2026-08-30","passed","2026-08-30","TestOperationsGRPC","test_operations","",""
"","548","[HTTP][Kafka] Operation events. In progress purchase operation","tests.suites.http","2026-08-30","passed","2026-08-30","TestOperationsHTTP","test_operations","",""
"","513","[HTTP][Kafka] Operation events. Completed purchase operation","tests.suites.http","2026-08-30","passed","2026-08-30","TestOperationsHTTP","test_operations","",""
"","512","[gRPC][Kafka] Operation events. Completed purchase operation","tests.suites.grpc","2026-08-30","passed","2026-08-30","TestOperationsGRPC","test_operations","",""
"","547","[gRPC][Kafka] Operation events. In progress purchase operation","tests.suites.grpc","2026-08-30","passed","2026-08-30","TestOperationsGRPC","test_operations","",""
"","54","[HTTP][Postgres] Filter by account id. Completed purchase operation","tests.suites.http","2026-08-30","passed","2026-08-30","TestOperationsHTTP","test_operations","",""
"","30","[HTTP] Get account details. User with active debit card account","tests.suites.http","2026-08-30","passed","2026-08-30","TestGatewayHTTP","test_gateway","",""
"","24","[gRPC] Get account details. User with active debit card account","tests.suites.grpc","2026-08-30","passed","2026-08-30","TestGatewayGRPC","test_gateway","",""
